date,product_id,product_name,category,warehouse,region,beginning_inventory,current_inventory,daily_sales,units_sold,lost_sales,inventory_received,supplier_lead_time,reorder_point,unit_price,discount,promotion,day_of_week,month,season,demand_forecast,stockout_event,sales_rolling_mean_7_days,sales_rolling_mean_30_days,inventory_to_demand_ratio,days_of_inventory_remaining,demand_growth_rate,inventory_change,lead_time_demand,safety_stock_gap,reorder_risk,promotion_demand_change,historical_stockout_rate,stockout_within_next_7_days
2024-05-13,P0029,Wireless Headphones 1,Electronics,Bengaluru DC,South,172,147,25,25,0,0,12,331,291.42,0.0,0,Monday,5,Spring,24.25,0,24.0,24.333333333333332,6.125,6.125,-0.013698630136986254,-25.0,288.0,-141.0,1,0.17913832199546478,0.015037593984962405,0
2024-05-14,P0029,Wireless Headphones 1,Electronics,Bengaluru DC,South,147,123,24,24,0,0,12,331,291.42,0.0,0,Tuesday,5,Spring,22.24,0,23.857142857142858,24.333333333333332,5.155688622754491,5.155688622754491,-0.019569471624266078,-24.0,286.2857142857143,-163.28571428571428,1,0.17909379155160057,0.014925373134328358,0
2024-05-15,P0029,Wireless Headphones 1,Electronics,Bengaluru DC,South,123,105,18,18,0,0,17,331,291.42,0.0,0,Wednesday,5,Spring,23.04,0,23.857142857142858,24.066666666666666,4.401197604790419,4.401197604790419,-0.008705975464978205,-18.0,405.57142857142856,-300.57142857142856,1,0.17940907706366124,0.014814814814814815,0
2024-05-16,P0029,Wireless Headphones 1,Electronics,Bengaluru DC,South,105,83,22,22,0,0,12,331,291.42,0.0,0,Thursday,5,Spring,21.9,0,23.714285714285715,23.833333333333332,3.5,3.5,-0.004995004995004903,-22.0,284.57142857142856,-201.57142857142856,1,0.18186408159143688,0.014705882352941176,0
2024-05-17,P0029,Wireless Headphones 1,Electronics,Bengaluru DC,South,83,53,30,30,0,0,12,331,291.42,0.0,0,Friday,5,Spring,27.94,0,23.714285714285715,23.633333333333333,2.2349397590361444,2.2349397590361444,0.0034253475720331075,-30.0,284.57142857142856,-231.57142857142856,1,0.18286688735078732,0.014598540145985401,0
2024-05-18,P0029,Wireless Headphones 1,Electronics,Bengaluru DC,South,440,407,33,33,0,387,14,331,291.42,0.0,0,Saturday,5,Spring,34.99,0,25.571428571428573,23.866666666666667,15.916201117318435,15.916201117318435,0.07142857142857147,354.0,358.0,49.0,0,0.18103191172084687,0.014492753623188406,0
2024-05-19,P0029,Wireless Headphones 1,Electronics,Bengaluru DC,South,407,371,36,36,0,0,12,331,291.42,0.0,0,Sunday,5,Spring,28.65,0,25.428571428571427,24.266666666666666,14.589887640449438,14.589887640449438,0.047880690737833576,-36.0,305.1428571428571,65.85714285714289,0,0.17818468202402038,0.014388489208633094,0
2024-05-20,P0029,Wireless Headphones 1,Electronics,Bengaluru DC,South,371,348,23,23,0,0,12,331,291.42,0.0,0,Monday,5,Spring,21.74,0,26.857142857142858,24.633333333333333,12.957446808510639,12.957446808510639,0.09027643533732847,-23.0,322.2857142857143,25.714285714285722,0,0.1743619715565945,0.014285714285714285,0
2024-05-21,P0029,Wireless Headphones 1,Electronics,Bengaluru DC,South,348,335,13,13,0,0,12,331,291.42,0.0,0,Tuesday,5,Spring,23.0,0,26.571428571428573,24.833333333333332,12.60752688172043,12.60752688172043,0.06999041227229158,-13.0,318.8571428571429,16.14285714285711,0,0.17503628447024674,0.014184397163120567,0
2024-05-22,P0029,Wireless Headphones 1,Electronics,Bengaluru DC,South,335,307,28,28,0,0,12,331,291.42,0.0,0,Wednesday,5,Spring,24.74,0,25.0,24.433333333333334,12.28,12.28,0.02319236016371077,-28.0,300.0,7.0,1,0.17910160015423168,0.014084507042253521,0
2024-05-23,P0029,Wireless Headphones 1,Electronics,Bengaluru DC,South,307,267,40,40,0,0,12,331,291.42,0.2,1,Thursday,5,Spring,29.65,0,26.428571428571427,24.4,10.102702702702704,10.102702702702704,0.08313817330210772,-40.0,317.1428571428571,-50.14285714285711,1,0.178045515394913,0.013986013986013986,0
2024-05-24,P0029,Wireless Headphones 1,Electronics,Bengaluru DC,South,267,239,28,28,0,0,12,331,291.42,0.0,0,Friday,5,Spring,25.78,0,29.0,24.833333333333332,8.241379310344827,8.241379310344827,0.16778523489932892,-28.0,348.0,-109.0,1,0.28514056224899603,0.013888888888888888,0
2024-05-25,P0029,Wireless Headphones 1,Electronics,Bengaluru DC,South,239,210,29,29,0,0,12,331,291.42,0.0,0,Saturday,5,Spring,35.53,0,28.714285714285715,25.433333333333334,7.313432835820895,7.313432835820895,0.12900205953941213,-29.0,344.57142857142856,-134.57142857142856,1,0.28400682982356285,0.013793103448275862,0
2024-05-26,P0029,Wireless Headphones 1,Electronics,Bengaluru DC,South,210,176,34,34,0,0,12,331,291.42,0.0,0,Sunday,5,Spring,27.67,0,28.142857142857142,25.833333333333332,6.253807106598985,6.253807106598985,0.08940092165898621,-34.0,337.7142857142857,-161.71428571428572,1,0.2825289302850692,0.0136986301369863,1
2024-05-27,P0029,Wireless Headphones 1,Electronics,Bengaluru DC,South,176,141,35,35,0,0,12,331,291.42,0.0,0,Monday,5,Spring,21.18,0,27.857142857142858,26.033333333333335,5.061538461538461,5.061538461538461,0.07005670385952072,-35.0,334.2857142857143,-193.28571428571428,1,0.2792843164663126,0.013605442176870748,1
2024-05-28,P0029,Wireless Headphones 1,Electronics,Bengaluru DC,South,141,111,30,30,0,0,12,331,291.42,0.0,0,Tuesday,5,Spring,19.2,0,29.571428571428573,26.566666666666666,3.753623188405797,3.753623188405797,0.1131027065782399,-30.0,354.8571428571429,-243.8571428571429,1,0.2757475083056479,0.013513513513513514,1
2024-05-29,P0029,Wireless Headphones 1,Electronics,Bengaluru DC,South,111,81,30,30,0,0,12,331,291.42,0.0,0,Wednesday,5,Spring,26.02,0,32.0,26.6,2.53125,2.53125,0.20300751879699241,-30.0,384.0,-303.0,1,0.2740252608456893,0.013422818791946308,1
2024-05-30,P0029,Wireless Headphones 1,Electronics,Bengaluru DC,South,81,56,25,25,0,0,12,331,291.42,0.0,0,Thursday,5,Spring,21.41,0,32.285714285714285,26.8,1.7345132743362832,1.7345132743362832,0.20469083155650314,-25.0,387.42857142857144,-331.42857142857144,1,0.2723311546840959,0.013333333333333334,1
2024-05-31,P0029,Wireless Headphones 1,Electronics,Bengaluru DC,South,56,35,21,21,0,0,12,331,291.42,0.0,0,Friday,5,Spring,20.08,0,30.142857142857142,26.9,1.161137440758294,1.161137440758294,0.12055231014338826,-21.0,361.7142857142857,-326.7142857142857,1,0.27238301325398967,0.013245033112582781,1
2024-06-01,P0029,Wireless Headphones 1,Electronics,Bengaluru DC,South,35,14,21,21,0,0,12,331,291.42,0.0,0,Saturday,6,Summer,26.49,0,29.142857142857142,26.833333333333332,0.4803921568627451,0.4803921568627451,0.08606921029281281,-21.0,349.7142857142857,-335.7142857142857,1,0.27380311995696616,0.013157894736842105,1
2024-06-02,P0029,Wireless Headphones 1,Electronics,Bengaluru DC,South,14,0,23,14,9,0,12,331,291.42,0.0,0,Sunday,6,Summer,27.84,1,28.0,26.733333333333334,0.0,0.0,0.047381546134663305,-14.0,336.0,-336.0,1,0.2752072746723723,0.013071895424836602,0
2024-06-03,P0029,Wireless Headphones 1,Electronics,Bengaluru DC,South,345,324,21,21,0,345,12,331,291.42,0.0,0,Monday,6,Summer,25.28,0,26.428571428571427,26.833333333333332,12.25945945945946,12.25945945945946,-0.01508429458740019,324.0,317.1428571428571,6.85714285714289,1,0.27591706539074967,0.01948051948051948,0
2024-06-04,P0029,Wireless Headphones 1,Electronics,Bengaluru DC,South,324,306,18,18,0,0,12,331,291.42,0.0,0,Tuesday,6,Summer,27.18,0,24.428571428571427,26.3,12.526315789473685,12.526315789473685,-0.07115697990222714,-18.0,293.1428571428571,12.85714285714289,1,0.27729315358181345,0.01935483870967742,0
2024-06-05,P0029,Wireless Headphones 1,Electronics,Bengaluru DC,South,306,268,38,38,0,0,12,331,291.42,0.0,0,Wednesday,6,Summer,26.98,0,22.714285714285715,25.833333333333332,11.79874213836478,11.79874213836478,-0.12073732718894001,-38.0,272.57142857142856,-4.571428571428555,1,0.27966324651407526,0.019230769230769232,0
2024-06-06,P0029,Wireless Headphones 1,Electronics,Bengaluru DC,South,268,224,44,44,0,0,14,331,291.42,0.25,1,Thursday,6,Summer,43.32,0,23.857142857142858,26.233333333333334,9.389221556886227,9.389221556886227,-0.09057905245961156,-44.0,334.0,-110.0,1,0.2753321177389945,0.01910828025477707,0
2024-06-07,P0029,Wireless Headphones 1,Electronics,Bengaluru DC,South,224,197,27,27,0,0,12,331,291.42,0.0,0,Friday,6,Summer,24.45,0,26.571428571428573,26.9,7.413978494623655,7.413978494623655,-0.012214551248008389,-27.0,318.8571428571429,-121.85714285714289,1,0.3709820265694191,0.0189873417721519,0
2024-06-08,P0029,Wireless Headphones 1,Electronics,Bengaluru DC,South,197,171,26,26,0,0,12,331,291.42,0.0,0,Saturday,6,Summer,31.68,0,27.428571428571427,27.166666666666668,6.234375,6.234375,0.009640666082383774,-26.0,329.1428571428571,-158.1428571428571,1,0.3703052250387997,0.018867924528301886,0
2024-06-09,P0029,Wireless Headphones 1,Electronics,Bengaluru DC,South,171,138,33,33,0,0,12,331,291.42,0.0,0,Sunday,6,Summer,30.66,0,28.142857142857142,27.3,4.903553299492386,4.903553299492386,0.030873888016745114,-33.0,337.7142857142857,-199.71428571428572,1,0.36998972250770806,0.01875,0
2024-06-10,P0029,Wireless Headphones 1,Electronics,Bengaluru DC,South,138,117,21,21,0,0,12,331,291.42,0.0,0,Monday,6,Summer,29.53,0,29.571428571428573,27.833333333333332,3.9565217391304346,3.9565217391304346,0.062446535500427815,-21.0,354.8571428571429,-237.8571428571429,1,0.36723566878980896,0.018633540372670808,0
2024-06-11,P0029,Wireless Headphones 1,Electronics,Bengaluru DC,South,117,98,19,19,0,0,12,331,291.42,0.0,0,Tuesday,6,Summer,21.96,0,29.571428571428573,27.4,3.3140096618357484,3.3140096618357484,0.07924921793534943,-19.0,354.8571428571429,-256.8571428571429,1,0.3686771414090218,0.018518518518518517,0
2024-06-12,P0029,Wireless Headphones 1,Electronics,Bengaluru DC,South,98,75,23,23,0,0,12,331,291.42,0.0,0,Wednesday,6,Summer,22.33,0,29.714285714285715,27.166666666666668,2.5240384615384612,2.5240384615384612,0.09377738825591585,-23.0,356.57142857142856,-281.57142857142856,1,0.370794451450189,0.018404907975460124,0
2024-06-13,P0029,Wireless Headphones 1,Electronics,Bengaluru DC,South,75,54,21,21,0,0,12,331,291.42,0.0,0,Thursday,6,Summer,24.03,0,27.571428571428573,27.1,1.9585492227979273,1.9585492227979273,0.017395888244596733,-21.0,330.8571428571429,-276.8571428571429,1,0.3715145436308926,0.018292682926829267,0
2024-06-14,P0029,Wireless Headphones 1,Electronics,Bengaluru DC,South,54,29,25,25,0,0,12,331,291.42,0.15,1,Friday,6,Summer,25.98,0,24.285714285714285,27.0,1.1941176470588235,1.1941176470588235,-0.10052910052910057,-25.0,291.42857142857144,-262.42857142857144,1,0.3729109503616862,0.01818181818181818,0
2024-06-15,P0029,Wireless Headphones 1,Electronics,Bengaluru DC,South,360,323,37,37,0,331,12,331,291.42,0.0,0,Saturday,6,Summer,26.36,0,24.0,27.233333333333334,13.458333333333334,13.458333333333334,-0.11872705018359857,294.0,288.0,35.0,1,0.31038496715722974,0.018072289156626505,0
2024-06-16,P0029,Wireless Headphones 1,Electronics,Bengaluru DC,South,323,288,35,35,0,0,12,331,291.42,0.0,0,Sunday,6,Summer,30.74,0,25.571428571428573,27.733333333333334,11.262569832402233,11.262569832402233,-0.07795329670329668,-35.0,306.8571428571429,-18.85714285714289,1,0.30651672433679367,0.017964071856287425,0
2024-06-17,P0029,Wireless Headphones 1,Electronics,Bengaluru DC,South,288,258,30,30,0,0,12,331,291.42,0.0,0,Monday,6,Summer,29.08,0,25.857142857142858,27.9,9.977900552486188,9.977900552486188,-0.07322068612391186,-30.0,310.2857142857143,-52.28571428571428,1,0.30335702033815254,0.017857142857142856,0
2024-06-18,P0029,Wireless Headphones 1,Electronics,Bengaluru DC,South,258,239,19,19,0,0,12,331,291.42,0.0,0,Tuesday,6,Summer,22.86,0,27.142857142857142,27.8,8.805263157894737,8.805263157894737,-0.02363823227132584,-19.0,325.7142857142857,-86.71428571428572,1,0.30183248195897194,0.01775147928994083,0
2024-06-19,P0029,Wireless Headphones 1,Electronics,Bengaluru DC,South,239,208,31,31,0,0,12,331,291.42,0.2,1,Wednesday,6,Summer,37.14,0,27.142857142857142,27.233333333333334,7.663157894736842,7.663157894736842,-0.003322259136212678,-31.0,325.7142857142857,-117.71428571428572,1,0.3037933817594835,0.01764705882352941,0
2024-06-20,P0029,Wireless Headphones 1,Electronics,Bengaluru DC,South,208,184,24,24,0,0,12,331,291.42,0.0,0,Thursday,6,Summer,19.35,0,28.285714285714285,27.5,6.505050505050505,6.505050505050505,0.028571428571428536,-24.0,339.42857142857144,-155.42857142857144,1,0.2933932895191974,0.017543859649122806,0
2024-06-21,P0029,Wireless Headphones 1,Electronics,Bengaluru DC,South,184,166,18,18,0,0,12,331,291.42,0.0,0,Friday,6,Summer,22.01,0,28.714285714285715,27.866666666666667,5.781094527363184,5.781094527363184,0.030416951469583068,-18.0,344.57142857142856,-178.57142857142856,1,0.2937616067129788,0.01744186046511628,0
2024-06-22,P0029,Wireless Headphones 1,Electronics,Bengaluru DC,South,166,141,25,25,0,0,17,331,291.42,0.0,0,Saturday,6,Summer,22.51,0,27.714285714285715,27.533333333333335,5.087628865979381,5.087628865979381,0.006572120373573134,-25.0,471.14285714285717,-330.14285714285717,1,0.29598685111628537,0.017341040462427744,0
2024-06-23,P0029,Wireless Headphones 1,Electronics,Bengaluru DC,South,141,122,19,19,0,0,12,331,291.42,0.0,0,Sunday,6,Summer,22.72,0,26.0,27.033333333333335,4.6923076923076925,4.6923076923076925,-0.038224414303329284,-19.0,312.0,-190.0,1,0.29602777494128457,0.017241379310344827,0
2024-06-24,P0029,Wireless Headphones 1,Electronics,Bengaluru DC,South,122,100,22,22,0,0,12,331,291.42,0.0,0,Monday,6,Summer,24.67,0,23.714285714285715,26.733333333333334,4.216867469879518,4.216867469879518,-0.1129319558247239,-22.0,284.57142857142856,-184.57142857142856,1,0.2979127134724857,0.017142857142857144,0
2024-06-25,P0029,Wireless Headphones 1,Electronics,Bengaluru DC,South,100,81,19,19,0,0,12,331,291.42,0.2,1,Tuesday,6,Summer,32.48,0,22.571428571428573,26.5,3.5886075949367084,3.5886075949367084,-0.14824797843665763,-19.0,270.8571428571429,-189.8571428571429,1,0.29886064855390004,0.017045454545454544,0
2024-06-26,P0029,Wireless Headphones 1,Electronics,Bengaluru DC,South,81,57,24,24,0,0,12,331,291.42,0.0,0,Wednesday,6,Summer,23.76,0,22.571428571428573,26.0,2.5253164556962022,2.5253164556962022,-0.13186813186813182,-24.0,270.8571428571429,-213.8571428571429,1,0.23121165644171782,0.01694915254237288,0
2024-06-27,P0029,Wireless Headphones 1,Electronics,Bengaluru DC,South,388,364,24,24,0,331,12,331,291.42,0.0,0,Thursday,6,Summer,24.96,0,21.571428571428573,25.633333333333333,16.874172185430464,16.874172185430464,-0.1584618242615641,307.0,258.8571428571429,105.14285714285711,0,0.23152275926794932,0.016853932584269662,0
2024-06-28,P0029,Wireless Headphones 1,Electronics,Bengaluru DC,South,364,335,29,29,0,0,12,331,291.42,0.0,0,Friday,6,Summer,24.97,0,21.571428571428573,25.433333333333334,15.52980132450331,15.52980132450331,-0.1518442239281033,-29.0,258.8571428571429,76.14285714285711,0,0.23183037797480177,0.01675977653631285,0
2024-06-29,P0029,Wireless Headphones 1,Electronics,Bengaluru DC,South,335,312,23,23,0,0,12,331,291.42,0.0,0,Saturday,6,Summer,28.11,0,23.142857142857142,25.4,13.481481481481481,13.481481481481481,-0.08886389201349829,-23.0,277.7142857142857,34.28571428571428,1,0.23070683661645416,0.016666666666666666,0
2024-06-30,P0029,Wireless Headphones 1,Electronics,Bengaluru DC,South,312,278,34,34,0,0,12,331,291.42,0.0,0,Sunday,6,Summer,29.31,0,22.857142857142858,25.333333333333332,12.1625,12.1625,-0.09774436090225558,-34.0,274.2857142857143,3.7142857142857224,1,0.23129898570769947,0.016574585635359115,0
2024-07-01,P0029,Wireless Headphones 1,Electronics,Bengaluru DC,South,278,251,27,27,0,0,12,331,291.42,0.15,1,Monday,7,Summer,30.57,0,25.0,25.766666666666666,10.04,10.04,-0.02975420439844757,-27.0,300.0,-49.0,1,0.22878545288197613,0.016483516483516484,0
2024-07-02,P0029,Wireless Headphones 1,Electronics,Bengaluru DC,South,251,230,21,21,0,0,12,331,291.42,0.0,0,Tuesday,7,Summer,23.02,0,25.714285714285715,25.966666666666665,8.944444444444445,8.944444444444445,-0.009719420502475599,-21.0,308.57142857142856,-78.57142857142856,1,0.21164989326014014,0.01639344262295082,0
2024-07-03,P0029,Wireless Headphones 1,Electronics,Bengaluru DC,South,230,205,25,25,0,0,12,331,291.42,0.0,0,Wednesday,7,Summer,24.97,0,26.0,25.9,7.884615384615385,7.884615384615385,0.003861003861003916,-25.0,312.0,-107.0,1,0.21278802134709252,0.016304347826086956,0
2024-07-04,P0029,Wireless Headphones 1,Electronics,Bengaluru DC,South,205,178,27,27,0,0,12,331,291.42,0.0,0,Thursday,7,Summer,24.05,0,26.142857142857142,26.033333333333335,6.808743169398907,6.808743169398907,0.004207060545088631,-27.0,313.7142857142857,-135.71428571428572,1,0.21281625672752877,0.016216216216216217,0
2024-07-05,P0029,Wireless Headphones 1,Electronics,Bengaluru DC,South,178,156,22,22,0,0,12,331,291.42,0.0,0,Friday,7,Summer,24.37,0,26.571428571428573,26.333333333333332,5.870967741935483,5.870967741935483,0.009041591320072435,-22.0,318.8571428571429,-162.8571428571429,1,0.2122984626921635,0.016129032258064516,0
2024-07-06,P0029,Wireless Headphones 1,Electronics,Bengaluru DC,South,156,115,41,41,0,0,12,331,291.42,0.0,0,Saturday,7,Summer,29.67,0,25.571428571428573,25.8,4.4972067039106145,4.4972067039106145,-0.008859357696566967,-41.0,306.8571428571429,-191.8571428571429,1,0.21314329776384833,0.016042780748663103,0
2024-07-07,P0029,Wireless Headphones 1,Electronics,Bengaluru DC,South,115,94,21,21,0,0,12,331,291.42,0.0,0,Sunday,7,Summer,27.16,0,28.142857142857142,25.7,3.3401015228426396,3.3401015228426396,0.09505280711506393,-21.0,337.7142857142857,-243.71428571428572,1,0.20886325544710632,0.015957446808510637,0
2024-07-08,P0029,Wireless Headphones 1,Electronics,Bengaluru DC,South,94,68,26,26,0,0,18,331,291.42,0.0,0,Monday,7,Summer,25.25,0,26.285714285714285,25.5,2.5869565217391304,2.5869565217391304,0.03081232492997195,-26.0,473.1428571428571,-405.1428571428571,1,0.20998012806359012,0.015873015873015872,0
2024-07-09,P0029,Wireless Headphones 1,Electronics,Bengaluru DC,South,68,52,16,16,0,0,12,331,291.42,0.0,0,Tuesday,7,Summer,24.43,0,26.142857142857142,25.5,1.989071038251366,1.989071038251366,0.025210084033613425,-16.0,313.7142857142857,-261.7142857142857,1,0.20975728747408212,0.015789473684210527,0
2024-07-10,P0029,Wireless Headphones 1,Electronics,Bengaluru DC,South,52,28,24,24,0,0,12,331,291.42,0.0,0,Wednesday,7,Summer,25.02,0,25.428571428571427,24.933333333333334,1.101123595505618,1.101123595505618,0.019862490450725676,-24.0,305.1428571428571,-277.1428571428571,1,0.21218308660881388,0.015706806282722512,0
2024-07-11,P0029,Wireless Headphones 1,Electronics,Bengaluru DC,South,425,403,22,22,0,397,12,331,291.42,0.0,0,Thursday,7,Summer,22.71,0,25.285714285714285,25.033333333333335,15.937853107344633,15.937853107344633,0.010081795700970028,375.0,303.42857142857144,99.57142857142856,0,0.21247733043162847,0.015625,0
2024-07-12,P0029,Wireless Headphones 1,Electronics,Bengaluru DC,South,403,374,29,29,0,0,12,331,291.42,0.0,0,Friday,7,Summer,24.59,0,24.571428571428573,25.133333333333333,15.220930232558139,15.220930232558139,-0.02235695339143607,-29.0,294.8571428571429,79.14285714285711,0,0.2132938656655356,0.015544041450777202,0
2024-07-13,P0029,Wireless Headphones 1,Electronics,Bengaluru DC,South,374,350,24,24,0,0,12,331,291.42,0.0,0,Saturday,7,Summer,28.3,0,25.571428571428573,25.333333333333332,13.687150837988826,13.687150837988826,0.00939849624060161,-24.0,306.8571428571429,43.14285714285711,0,0.21227340125316874,0.015463917525773196,0
2024-07-14,P0029,Wireless Headphones 1,Electronics,Bengaluru DC,South,350,324,26,26,0,0,12,331,291.42,0.0,0,Sunday,7,Summer,25.55,0,23.142857142857142,25.433333333333334,14.0,14.0,-0.09005804156524998,-26.0,277.7142857142857,46.28571428571428,1,0.2125624553890077,0.015384615384615385,0
2024-07-15,P0029,Wireless Headphones 1,Electronics,Bengaluru DC,South,324,297,27,27,0,0,12,331,291.42,0.0,0,Monday,7,Summer,27.17,0,23.857142857142858,25.466666666666665,12.449101796407186,12.449101796407186,-0.06320119670905003,-27.0,286.2857142857143,10.714285714285722,1,0.21233200832860108,0.015306122448979591,0
2024-07-16,P0029,Wireless Headphones 1,Electronics,Bengaluru DC,South,297,278,19,19,0,0,15,331,291.42,0.0,0,Tuesday,7,Summer,22.09,0,24.0,25.133333333333333,11.583333333333334,11.583333333333334,-0.045092838196286456,-19.0,360.0,-82.0,1,0.21184746041828406,0.015228426395939087,0
2024-07-17,P0029,Wireless Headphones 1,Electronics,Bengaluru DC,South,278,252,26,26,0,0,12,331,291.42,0.0,0,Wednesday,7,Summer,21.13,0,24.428571428571427,24.6,10.31578947368421,10.31578947368421,-0.006968641114982698,-26.0,293.1428571428571,-41.14285714285711,1,0.21341206242091945,0.015151515151515152,0
2024-07-18,P0029,Wireless Headphones 1,Electronics,Bengaluru DC,South,252,221,31,31,0,0,12,331,291.42,0.0,0,Thursday,7,Summer,25.33,0,24.714285714285715,24.466666666666665,8.942196531791907,8.942196531791907,0.010120669521214591,-31.0,296.57142857142856,-75.57142857142856,1,0.21318046234153612,0.01507537688442211,0
2024-07-19,P0029,Wireless Headphones 1,Electronics,Bengaluru DC,South,221,191,30,30,0,0,14,331,291.42,0.0,0,Friday,7,Summer,22.5,0,26.0,24.866666666666667,7.346153846153846,7.346153846153846,0.045576407506702395,-30.0,364.0,-173.0,1,0.21168762010604053,0.015,0
2024-07-20,P0029,Wireless Headphones 1,Electronics,Bengaluru DC,South,191,159,32,32,0,0,12,331,291.42,0.0,0,Saturday,7,Summer,25.19,0,26.142857142857142,24.833333333333332,6.081967213114754,6.081967213114754,0.05273250239693196,-32.0,313.7142857142857,-154.71428571428572,1,0.21046455442810785,0.014925373134328358,0
2024-07-21,P0029,Wireless Headphones 1,Electronics,Bengaluru DC,South,159,143,16,16,0,0,12,331,291.42,0.0,0,Sunday,7,Summer,28.1,0,27.285714285714285,25.1,5.2408376963350785,5.2408376963350785,0.08708025042686388,-16.0,327.42857142857144,-184.42857142857144,1,0.20875905734988218,0.01485148514851485,0
2024-07-22,P0029,Wireless Headphones 1,Electronics,Bengaluru DC,South,143,119,24,24,0,0,12,331,291.42,0.0,0,Monday,7,Summer,22.63,0,25.857142857142858,25.033333333333335,4.602209944751381,4.602209944751381,0.03290850294844964,-24.0,310.2857142857143,-191.28571428571428,1,0.21103592828013565,0.014778325123152709,0
2024-07-23,P0029,Wireless Headphones 1,Electronics,Bengaluru DC,South,119,94,25,25,0,0,12,331,291.42,0.0,0,Tuesday,7,Summer,20.91,0,25.428571428571427,25.0,3.6966292134831464,3.6966292134831464,0.01714285714285708,-25.0,305.1428571428571,-211.1428571428571,1,0.2113174182139699,0.014705882352941176,0
2024-07-24,P0029,Wireless Headphones 1,Electronics,Bengaluru DC,South,94,75,19,19,0,0,12,331,291.42,0.0,0,Wednesday,7,Summer,22.21,0,26.285714285714285,25.2,2.8532608695652173,2.8532608695652173,0.04308390022675736,-19.0,315.42857142857144,-240.42857142857144,1,0.2113502052600713,0.014634146341463415,0
2024-07-25,P0029,Wireless Headphones 1,Electronics,Bengaluru DC,South,75,48,27,27,0,0,12,331,291.42,0.0,0,Thursday,7,Summer,22.29,0,25.285714285714285,25.1,1.8983050847457628,1.8983050847457628,0.007398975526465469,-27.0,303.42857142857144,-255.42857142857144,1,0.21285248848443994,0.014563106796116505,0
2024-07-26,P0029,Wireless Headphones 1,Electronics,Bengaluru DC,South,379,344,35,35,0,331,12,331,291.42,0.0,0,Friday,7,Summer,25.15,0,24.714285714285715,25.366666666666667,13.91907514450867,13.91907514450867,-0.025718040172705067,296.0,296.57142857142856,47.428571428571445,0,0.21238938053097342,0.014492753623188406,0
2024-07-27,P0029,Wireless Headphones 1,Electronics,Bengaluru DC,South,344,317,27,27,0,0,12,331,291.42,0.0,0,Saturday,7,Summer,25.03,0,25.428571428571427,25.733333333333334,12.46629213483146,12.46629213483146,-0.011843079200592249,-27.0,305.1428571428571,11.85714285714289,1,0.20999489603444058,0.014423076923076924,0
2024-07-28,P0029,Wireless Headphones 1,Electronics,Bengaluru DC,South,317,287,30,30,0,0,12,331,291.42,0.0,0,Sunday,7,Summer,27.82,0,24.714285714285715,25.833333333333332,11.61271676300578,11.61271676300578,-0.043317972350230334,-30.0,296.57142857142856,-9.571428571428555,1,0.20955281861122133,0.014354066985645933,0
2024-07-29,P0029,Wireless Headphones 1,Electronics,Bengaluru DC,South,287,268,19,19,0,0,12,331,291.42,0.0,0,Monday,7,Summer,22.14,0,26.714285714285715,25.866666666666667,10.032085561497325,10.032085561497325,0.03276877761413846,-19.0,320.57142857142856,-52.571428571428555,1,0.2083991574512901,0.014285714285714285,0
2024-07-30,P0029,Wireless Headphones 1,Electronics,Bengaluru DC,South,268,255,13,13,0,0,12,331,291.42,0.0,0,Tuesday,7,Summer,26.32,0,26.0,25.733333333333334,9.807692307692308,9.807692307692308,0.010362694300518097,-13.0,312.0,-57.0,1,0.20987168557501024,0.014218009478672985,0
2024-07-31,P0029,Wireless Headphones 1,Electronics,Bengaluru DC,South,255,229,26,26,0,0,12,331,291.42,0.0,0,Wednesday,7,Summer,24.31,0,24.285714285714285,25.033333333333335,9.429411764705883,9.429411764705883,-0.029864941982119184,-26.0,291.42857142857144,-62.428571428571445,1,0.21275946275946275,0.014150943396226415,0
2024-08-01,P0029,Wireless Headphones 1,Electronics,Bengaluru DC,South,229,210,19,19,0,0,12,331,291.42,0.0,0,Thursday,8,Summer,23.59,0,25.285714285714285,25.0,8.305084745762713,8.305084745762713,0.011428571428571389,-19.0,303.42857142857144,-93.42857142857144,1,0.21254718209032916,0.014084507042253521,0
2024-08-02,P0029,Wireless Headphones 1,Electronics,Bengaluru DC,South,210,183,27,27,0,0,12,331,291.42,0.0,0,Friday,8,Summer,28.05,0,24.142857142857142,24.933333333333334,7.579881656804734,7.579881656804734,-0.03170359052711997,-27.0,289.7142857142857,-106.71428571428572,1,0.2139877671875337,0.014018691588785047,0
2024-08-03,P0029,Wireless Headphones 1,Electronics,Bengaluru DC,South,183,148,35,35,0,0,12,331,291.42,0.0,0,Saturday,8,Summer,32.28,0,23.0,25.0,6.434782608695652,6.434782608695652,-0.08,-35.0,276.0,-128.0,1,0.2135362917096663,0.013953488372093023,0
2024-08-04,P0029,Wireless Headphones 1,Electronics,Bengaluru DC,South,148,118,30,30,0,0,12,331,291.42,0.0,0,Sunday,8,Summer,37.42,0,24.142857142857142,25.266666666666666,4.887573964497042,4.887573964497042,-0.04447794949114209,-30.0,289.7142857142857,-171.71428571428572,1,0.21122429367672488,0.013888888888888888,0
