date,product_id,product_name,category,warehouse,region,beginning_inventory,current_inventory,daily_sales,units_sold,lost_sales,inventory_received,supplier_lead_time,reorder_point,unit_price,discount,promotion,day_of_week,month,season,demand_forecast,stockout_event
2024-01-21,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,708,613,95,95,0,0,12,1117,15.81,0.0,0,Sunday,1,Winter,85.23,0
2024-01-22,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,613,533,80,80,0,0,12,1117,15.81,0.0,0,Monday,1,Winter,74.68,0
2024-01-23,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,533,456,77,77,0,0,12,1117,15.81,0.0,0,Tuesday,1,Winter,73.78,0
2024-01-24,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,456,384,72,72,0,0,12,1117,15.81,0.0,0,Wednesday,1,Winter,69.78,0
2024-01-25,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,384,320,64,64,0,0,12,1117,15.81,0.0,0,Thursday,1,Winter,70.3,0
2024-01-26,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,320,265,55,55,0,0,12,1117,15.81,0.0,0,Friday,1,Winter,69.56,0
2024-01-27,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,1382,1291,91,91,0,1117,12,1117,15.81,0.0,0,Saturday,1,Winter,75.39,0
2024-01-28,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,1291,1216,75,75,0,0,12,1117,15.81,0.0,0,Sunday,1,Winter,83.56,0
2024-01-29,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,1216,1135,81,81,0,0,12,1117,15.81,0.0,0,Monday,1,Winter,57.48,0
2024-01-30,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,1135,1076,59,59,0,0,12,1117,15.81,0.0,0,Tuesday,1,Winter,62.84,0
2024-01-31,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,1076,1010,66,66,0,0,12,1117,15.81,0.0,0,Wednesday,1,Winter,64.9,0
2024-02-01,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,1010,950,60,60,0,0,12,1117,15.81,0.0,0,Thursday,2,Winter,70.72,0
2024-02-02,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,950,892,58,58,0,0,12,1117,15.81,0.0,0,Friday,2,Winter,66.19,0
2024-02-03,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,892,805,87,87,0,0,12,1117,15.81,0.0,0,Saturday,2,Winter,78.42,0
2024-02-04,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,805,723,82,82,0,0,12,1117,15.81,0.0,0,Sunday,2,Winter,90.77,0
2024-02-05,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,723,657,66,66,0,0,12,1117,15.81,0.0,0,Monday,2,Winter,61.81,0
2024-02-06,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,657,599,58,58,0,0,12,1117,15.81,0.0,0,Tuesday,2,Winter,66.56,0
2024-02-07,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,599,537,62,62,0,0,12,1117,15.81,0.0,0,Wednesday,2,Winter,61.9,0
2024-02-08,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,537,467,70,70,0,0,12,1117,15.81,0.0,0,Thursday,2,Winter,63.13,0
2024-02-09,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,467,398,69,69,0,0,12,1117,15.81,0.0,0,Friday,2,Winter,64.65,0
2024-02-10,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,398,311,87,87,0,0,12,1117,15.81,0.0,0,Saturday,2,Winter,88.44,0
2024-02-11,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,1428,1338,90,90,0,1117,12,1117,15.81,0.0,0,Sunday,2,Winter,84.4,0
2024-02-12,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,1338,1272,66,66,0,0,12,1117,15.81,0.0,0,Monday,2,Winter,64.73,0
2024-02-13,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,1272,1198,74,74,0,0,12,1117,15.81,0.0,0,Tuesday,2,Winter,68.33,0
2024-02-14,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,1198,1132,66,66,0,0,12,1117,15.81,0.0,0,Wednesday,2,Winter,77.91,0
2024-02-15,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,1132,1068,64,64,0,0,12,1117,15.81,0.0,0,Thursday,2,Winter,70.68,0
2024-02-16,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,1068,996,72,72,0,0,12,1117,15.81,0.0,0,Friday,2,Winter,64.67,0
2024-02-17,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,996,906,90,90,0,0,12,1117,15.81,0.0,0,Saturday,2,Winter,88.22,0
2024-02-18,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,906,818,88,88,0,0,12,1117,15.81,0.0,0,Sunday,2,Winter,85.77,0
2024-02-19,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,818,712,106,106,0,0,12,1117,15.81,0.2,1,Monday,2,Winter,87.92,0
2024-02-20,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,712,620,92,92,0,0,12,1117,15.81,0.0,0,Tuesday,2,Winter,73.16,0
2024-02-21,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,620,549,71,71,0,0,12,1117,15.81,0.0,0,Wednesday,2,Winter,70.72,0
2024-02-22,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,549,478,71,71,0,0,12,1117,15.81,0.0,0,Thursday,2,Winter,67.98,0
2024-02-23,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,478,416,62,62,0,0,12,1117,15.81,0.0,0,Friday,2,Winter,68.55,0
2024-02-24,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,416,330,86,86,0,0,12,1117,15.81,0.0,0,Saturday,2,Winter,71.27,0
2024-02-25,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,330,271,59,59,0,0,12,1117,15.81,0.0,0,Sunday,2,Winter,77.59,0
2024-02-26,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,271,222,49,49,0,0,18,1117,15.81,0.0,0,Monday,2,Winter,59.61,0
2024-02-27,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,1339,1290,49,49,0,1117,12,1117,15.81,0.0,0,Tuesday,2,Winter,67.01,0
2024-02-28,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,1290,1236,54,54,0,0,12,1117,15.81,0.0,0,Wednesday,2,Winter,60.82,0
2024-02-29,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,1236,1164,72,72,0,0,12,1117,15.81,0.0,0,Thursday,2,Winter,65.22,0
2024-03-01,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,1164,1093,71,71,0,0,12,1117,15.81,0.0,0,Friday,3,Spring,67.77,0
2024-03-02,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,1093,996,97,97,0,0,12,1117,15.81,0.2,1,Saturday,3,Spring,116.77,0
2024-03-03,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,996,924,72,72,0,0,12,1117,15.81,0.0,0,Sunday,3,Spring,68.79,0
2024-03-04,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,924,853,71,71,0,0,12,1117,15.81,0.0,0,Monday,3,Spring,63.18,0
2024-03-05,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,853,776,77,77,0,0,12,1117,15.81,0.0,0,Tuesday,3,Spring,71.7,0
2024-03-06,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,776,716,60,60,0,0,12,1117,15.81,0.0,0,Wednesday,3,Spring,70.95,0
2024-03-07,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,716,653,63,63,0,0,12,1117,15.81,0.0,0,Thursday,3,Spring,59.39,0
2024-03-08,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,653,573,80,80,0,0,12,1117,15.81,0.1,1,Friday,3,Spring,71.88,0
2024-03-09,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,573,501,72,72,0,0,12,1117,15.81,0.0,0,Saturday,3,Spring,67.69,0
2024-03-10,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,501,433,68,68,0,0,12,1117,15.81,0.0,0,Sunday,3,Spring,76.64,0
2024-03-11,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,433,379,54,54,0,0,12,1117,15.81,0.0,0,Monday,3,Spring,66.56,0
2024-03-12,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,379,337,42,42,0,0,12,1117,15.81,0.0,0,Tuesday,3,Spring,61.24,0
2024-03-13,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,1454,1385,69,69,0,1117,12,1117,15.81,0.0,0,Wednesday,3,Spring,68.44,0
2024-03-14,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,1385,1302,83,83,0,0,12,1117,15.81,0.1,1,Thursday,3,Spring,80.32,0
2024-03-15,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,1302,1249,53,53,0,0,12,1117,15.81,0.0,0,Friday,3,Spring,68.11,0
2024-03-16,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,1249,1165,84,84,0,0,12,1117,15.81,0.1,1,Saturday,3,Spring,107.82,0
2024-03-17,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,1165,1090,75,75,0,0,12,1117,15.81,0.0,0,Sunday,3,Spring,77.78,0
2024-03-18,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,1090,1031,59,59,0,0,12,1117,15.81,0.0,0,Monday,3,Spring,60.62,0
2024-03-19,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,1031,959,72,72,0,0,12,1117,15.81,0.0,0,Tuesday,3,Spring,64.82,0
2024-03-20,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,959,884,75,75,0,0,12,1117,15.81,0.0,0,Wednesday,3,Spring,58.05,0
2024-03-21,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,884,823,61,61,0,0,12,1117,15.81,0.0,0,Thursday,3,Spring,56.12,0
2024-03-22,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,823,749,74,74,0,0,12,1117,15.81,0.1,1,Friday,3,Spring,83.83,0
2024-03-23,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,749,678,71,71,0,0,12,1117,15.81,0.0,0,Saturday,3,Spring,78.85,0
2024-03-24,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,678,620,58,58,0,0,12,1117,15.81,0.0,0,Sunday,3,Spring,67.52,0
2024-03-25,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,620,563,57,57,0,0,12,1117,15.81,0.0,0,Monday,3,Spring,43.85,0
2024-03-26,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,563,511,52,52,0,0,12,1117,15.81,0.0,0,Tuesday,3,Spring,65.89,0
2024-03-27,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,511,445,66,66,0,0,12,1117,15.81,0.0,0,Wednesday,3,Spring,56.17,0
2024-03-28,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,445,387,58,58,0,0,12,1117,15.81,0.0,0,Thursday,3,Spring,63.43,0
2024-03-29,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,1504,1447,57,57,0,1117,12,1117,15.81,0.0,0,Friday,3,Spring,62.98,0
2024-03-30,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,1447,1353,94,94,0,0,12,1117,15.81,0.0,0,Saturday,3,Spring,78.52,0
2024-03-31,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,1353,1267,86,86,0,0,12,1117,15.81,0.0,0,Sunday,3,Spring,84.25,0
2024-04-01,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,1267,1204,63,63,0,0,12,1117,15.81,0.0,0,Monday,4,Spring,71.51,0
2024-04-02,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,1204,1145,59,59,0,0,12,1117,15.81,0.0,0,Tuesday,4,Spring,56.31,0
2024-04-03,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,1145,1059,86,86,0,0,12,1117,15.81,0.0,0,Wednesday,4,Spring,61.04,0
2024-04-04,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,1059,1002,57,57,0,0,12,1117,15.81,0.0,0,Thursday,4,Spring,67.2,0
2024-04-05,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,1002,939,63,63,0,0,12,1117,15.81,0.0,0,Friday,4,Spring,56.31,0
2024-04-06,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,939,864,75,75,0,0,12,1117,15.81,0.0,0,Saturday,4,Spring,61.06,0
2024-04-07,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,864,784,80,80,0,0,12,1117,15.81,0.0,0,Sunday,4,Spring,62.71,0
2024-04-08,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,784,728,56,56,0,0,12,1117,15.81,0.0,0,Monday,4,Spring,64.36,0
2024-04-09,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,728,671,57,57,0,0,12,1117,15.81,0.0,0,Tuesday,4,Spring,64.24,0
2024-04-10,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,671,613,58,58,0,0,12,1117,15.81,0.0,0,Wednesday,4,Spring,54.36,0
2024-04-11,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,613,551,62,62,0,0,12,1117,15.81,0.0,0,Thursday,4,Spring,46.75,0
2024-04-12,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,551,489,62,62,0,0,12,1117,15.81,0.0,0,Friday,4,Spring,58.01,0
2024-04-13,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,489,409,80,80,0,0,12,1117,15.81,0.0,0,Saturday,4,Spring,70.22,0
2024-04-14,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,409,328,81,81,0,0,12,1117,15.81,0.0,0,Sunday,4,Spring,73.04,0
2024-04-15,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,1445,1376,69,69,0,1117,12,1117,15.81,0.0,0,Monday,4,Spring,69.41,0
2024-04-16,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,1376,1303,73,73,0,0,12,1117,15.81,0.0,0,Tuesday,4,Spring,69.23,0
2024-04-17,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,1303,1252,51,51,0,0,12,1117,15.81,0.0,0,Wednesday,4,Spring,67.96,0
2024-04-18,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,1252,1185,67,67,0,0,12,1117,15.81,0.0,0,Thursday,4,Spring,66.28,0
2024-04-19,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,1185,1123,62,62,0,0,12,1117,15.81,0.0,0,Friday,4,Spring,67.92,0
2024-04-20,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,1123,1059,64,64,0,0,12,1117,15.81,0.0,0,Saturday,4,Spring,78.15,0
2024-04-21,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,1059,985,74,74,0,0,12,1117,15.81,0.0,0,Sunday,4,Spring,77.45,0
2024-04-22,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,985,909,76,76,0,0,12,1117,15.81,0.0,0,Monday,4,Spring,73.01,0
2024-04-23,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,909,846,63,63,0,0,12,1117,15.81,0.0,0,Tuesday,4,Spring,70.89,0
2024-04-24,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,846,777,69,69,0,0,12,1117,15.81,0.0,0,Wednesday,4,Spring,85.66,0
2024-04-25,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,777,705,72,72,0,0,12,1117,15.81,0.0,0,Thursday,4,Spring,68.86,0
2024-04-26,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,705,634,71,71,0,0,12,1117,15.81,0.0,0,Friday,4,Spring,68.22,0
2024-04-27,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,634,546,88,88,0,0,12,1117,15.81,0.0,0,Saturday,4,Spring,69.38,0
2024-04-28,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,546,458,88,88,0,0,12,1117,15.81,0.0,0,Sunday,4,Spring,78.84,0
2024-04-29,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,458,384,74,74,0,0,12,1117,15.81,0.0,0,Monday,4,Spring,67.73,0
2024-04-30,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,384,315,69,69,0,0,12,1117,15.81,0.0,0,Tuesday,4,Spring,57.36,0
2024-05-01,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,315,245,70,70,0,0,12,1117,15.81,0.0,0,Wednesday,5,Spring,66.36,0
2024-05-02,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,1362,1301,61,61,0,1117,12,1117,15.81,0.0,0,Thursday,5,Spring,67.27,0
2024-05-03,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,1301,1224,77,77,0,0,12,1117,15.81,0.0,0,Friday,5,Spring,78.02,0
2024-05-04,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,1224,1143,81,81,0,0,12,1117,15.81,0.0,0,Saturday,5,Spring,91.65,0
2024-05-05,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,1143,1051,92,92,0,0,12,1117,15.81,0.0,0,Sunday,5,Spring,94.21,0
2024-05-06,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,1051,974,77,77,0,0,12,1117,15.81,0.0,0,Monday,5,Spring,71.52,0
2024-05-07,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,974,903,71,71,0,0,12,1117,15.81,0.0,0,Tuesday,5,Spring,66.92,0
2024-05-08,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,903,842,61,61,0,0,12,1117,15.81,0.0,0,Wednesday,5,Spring,58.02,0
2024-05-09,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,842,773,69,69,0,0,12,1117,15.81,0.1,1,Thursday,5,Spring,83.27,0
2024-05-10,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,773,706,67,67,0,0,12,1117,15.81,0.0,0,Friday,5,Spring,56.62,0
2024-05-11,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,706,639,67,67,0,0,12,1117,15.81,0.0,0,Saturday,5,Spring,76.14,0
2024-05-12,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,639,549,90,90,0,0,12,1117,15.81,0.0,0,Sunday,5,Spring,79.93,0
2024-05-13,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,549,466,83,83,0,0,12,1117,15.81,0.0,0,Monday,5,Spring,61.55,0
2024-05-14,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,466,396,70,70,0,0,12,1117,15.81,0.0,0,Tuesday,5,Spring,80.94,0
2024-05-15,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,396,303,93,93,0,0,18,1117,15.81,0.0,0,Wednesday,5,Spring,67.16,0
2024-05-16,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,303,227,76,76,0,0,12,1117,15.81,0.0,0,Thursday,5,Spring,82.12,0
2024-05-17,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,1344,1269,75,75,0,1117,12,1117,15.81,0.0,0,Friday,5,Spring,67.51,0
2024-05-18,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,1269,1181,88,88,0,0,12,1117,15.81,0.0,0,Saturday,5,Spring,87.97,0
2024-05-19,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,1181,1086,95,95,0,0,12,1117,15.81,0.0,0,Sunday,5,Spring,86.15,0
2024-05-20,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,1086,1010,76,76,0,0,12,1117,15.81,0.0,0,Monday,5,Spring,71.67,0
2024-05-21,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,1010,934,76,76,0,0,12,1117,15.81,0.0,0,Tuesday,5,Spring,84.51,0
2024-05-22,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,934,877,57,57,0,0,12,1117,15.81,0.0,0,Wednesday,5,Spring,69.73,0
2024-05-23,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,877,810,67,67,0,0,12,1117,15.81,0.0,0,Thursday,5,Spring,64.4,0
2024-05-24,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,810,740,70,70,0,0,12,1117,15.81,0.0,0,Friday,5,Spring,66.75,0
2024-05-25,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,740,668,72,72,0,0,12,1117,15.81,0.0,0,Saturday,5,Spring,78.52,0
2024-05-26,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,668,571,97,97,0,0,12,1117,15.81,0.0,0,Sunday,5,Spring,97.79,0
2024-05-27,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,571,509,62,62,0,0,12,1117,15.81,0.0,0,Monday,5,Spring,83.6,0
2024-05-28,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,509,442,67,67,0,0,12,1117,15.81,0.0,0,Tuesday,5,Spring,70.97,0
2024-05-29,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,442,366,76,76,0,0,12,1117,15.81,0.0,0,Wednesday,5,Spring,69.86,0
2024-05-30,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,366,302,64,64,0,0,12,1117,15.81,0.0,0,Thursday,5,Spring,68.68,0
2024-05-31,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,1419,1360,59,59,0,1117,12,1117,15.81,0.0,0,Friday,5,Spring,58.67,0
2024-06-01,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,1360,1269,91,91,0,0,12,1117,15.81,0.0,0,Saturday,6,Summer,81.22,0
2024-06-02,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,1269,1182,87,87,0,0,12,1117,15.81,0.0,0,Sunday,6,Summer,83.27,0
2024-06-03,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,1182,1096,86,86,0,0,12,1117,15.81,0.0,0,Monday,6,Summer,79.14,0
2024-06-04,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,1096,1030,66,66,0,0,12,1117,15.81,0.0,0,Tuesday,6,Summer,65.01,0
2024-06-05,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,1030,966,64,64,0,0,12,1117,15.81,0.0,0,Wednesday,6,Summer,72.22,0
2024-06-06,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,966,897,69,69,0,0,12,1117,15.81,0.0,0,Thursday,6,Summer,65.22,0
2024-06-07,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,897,811,86,86,0,0,12,1117,15.81,0.0,0,Friday,6,Summer,71.55,0
2024-06-08,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,811,724,87,87,0,0,12,1117,15.81,0.0,0,Saturday,6,Summer,91.26,0
2024-06-09,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,724,637,87,87,0,0,12,1117,15.81,0.0,0,Sunday,6,Summer,71.64,0
2024-06-10,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,637,580,57,57,0,0,12,1117,15.81,0.0,0,Monday,6,Summer,71.96,0
2024-06-11,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,580,512,68,68,0,0,12,1117,15.81,0.0,0,Tuesday,6,Summer,79.47,0
2024-06-12,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,512,449,63,63,0,0,12,1117,15.81,0.0,0,Wednesday,6,Summer,70.13,0
2024-06-13,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,449,393,56,56,0,0,12,1117,15.81,0.0,0,Thursday,6,Summer,64.42,0
2024-06-14,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,393,333,60,60,0,0,12,1117,15.81,0.0,0,Friday,6,Summer,73.36,0
2024-06-15,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,1450,1383,67,67,0,1117,12,1117,15.81,0.0,0,Saturday,6,Summer,61.94,0
2024-06-16,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,1383,1298,85,85,0,0,12,1117,15.81,0.0,0,Sunday,6,Summer,71.23,0
2024-06-17,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,1298,1247,51,51,0,0,12,1117,15.81,0.0,0,Monday,6,Summer,69.43,0
2024-06-18,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,1247,1181,66,66,0,0,12,1117,15.81,0.0,0,Tuesday,6,Summer,72.31,0
2024-06-19,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,1181,1111,70,70,0,0,12,1117,15.81,0.0,0,Wednesday,6,Summer,67.12,0
2024-06-20,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,1111,1037,74,74,0,0,12,1117,15.81,0.0,0,Thursday,6,Summer,72.24,0
2024-06-21,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,1037,967,70,70,0,0,12,1117,15.81,0.0,0,Friday,6,Summer,63.21,0
2024-06-22,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,967,884,83,83,0,0,12,1117,15.81,0.0,0,Saturday,6,Summer,82.6,0
2024-06-23,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,884,805,79,79,0,0,12,1117,15.81,0.0,0,Sunday,6,Summer,80.46,0
2024-06-24,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,805,752,53,53,0,0,12,1117,15.81,0.0,0,Monday,6,Summer,68.07,0
2024-06-25,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,752,688,64,64,0,0,9,1117,15.81,0.0,0,Tuesday,6,Summer,68.65,0
2024-06-26,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,688,613,75,75,0,0,12,1117,15.81,0.0,0,Wednesday,6,Summer,72.02,0
2024-06-27,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,613,527,86,86,0,0,12,1117,15.81,0.0,0,Thursday,6,Summer,75.33,0
2024-06-28,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,527,467,60,60,0,0,12,1117,15.81,0.0,0,Friday,6,Summer,62.59,0
2024-06-29,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,467,376,91,91,0,0,12,1117,15.81,0.0,0,Saturday,6,Summer,78.83,0
2024-06-30,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,376,312,64,64,0,0,12,1117,15.81,0.0,0,Sunday,6,Summer,82.3,0
2024-07-01,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,1429,1364,65,65,0,1117,12,1117,15.81,0.0,0,Monday,7,Summer,67.26,0
2024-07-02,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,1364,1291,73,73,0,0,12,1117,15.81,0.0,0,Tuesday,7,Summer,79.14,0
2024-07-03,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,1291,1227,64,64,0,0,12,1117,15.81,0.0,0,Wednesday,7,Summer,67.69,0
2024-07-04,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,1227,1152,75,75,0,0,12,1117,15.81,0.0,0,Thursday,7,Summer,72.57,0
2024-07-05,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,1152,1093,59,59,0,0,12,1117,15.81,0.0,0,Friday,7,Summer,70.37,0
2024-07-06,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,1093,1018,75,75,0,0,12,1117,15.81,0.0,0,Saturday,7,Summer,71.84,0
2024-07-07,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,1018,925,93,93,0,0,12,1117,15.81,0.0,0,Sunday,7,Summer,77.78,0
2024-07-08,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,925,848,77,77,0,0,16,1117,15.81,0.0,0,Monday,7,Summer,63.12,0
2024-07-09,P0030,Organic Coffee 5,Grocery,Mumbai DC,West,848,734,114,114,0,0,12,1117,15.81,0.25,1,Tuesday,7,Summer,112.61,0
